name,instructions
Colchicine,"Important warning: Colchicine has a narrow margin between effective and toxic doses. Serious and sometimes fatal toxicity can occur with overdose and with certain drug interactions, especially with strong CYP three A four or P glycoprotein inhibitors such as clarithromycin, ketoconazole, certain HIV protease inhibitors, cyclosporine, and verapamil, particularly in people with kidney or liver problems. Never take more than prescribed and do not combine with interacting drugs without clinician guidance. Why is this medication prescribed? Colchicine is used to treat acute gout flares, to prevent gout flares, and to treat familial Mediterranean fever. How should this medicine be used? For an acute gout flare, the typical starting regimen is 1.2 mg at the first sign of a flare followed by 0.6 mg one hour later, then your clinician may direct you to continue 0.6 mg once or twice daily until the flare resolves. For prevention of flares, the usual dose is 0.6 mg once or twice daily. Doses must be reduced in kidney or liver impairment and when taken with some other medicines. Do not repeat treatment courses for a flare too soon and follow your clinician instructions. What special precautions should I follow? Tell your clinician about kidney or liver problems, stomach or bowel disease, blood disorders, and all medicines and supplements you take. Dangerous interactions occur with certain antibiotics such as clarithromycin and erythromycin, antifungals such as ketoconazole and itraconazole, calcium channel blockers such as verapamil and diltiazem, amiodarone, cyclosporine, and some HIV medicines. Using colchicine with statins or fibrates can increase the risk of muscle problems, especially with kidney disease. Tell your clinician if you are pregnant or breastfeeding. What special dietary instructions should I follow? Avoid grapefruit and grapefruit juice. Drink plenty of water. For gout, follow a low purine diet as advised, including limiting red meat, organ meats, alcohol especially beer, and drinks sweetened with high fructose corn syrup, and consider increasing low fat dairy intake. What should I do if I forget a dose? Take it when you remember unless it is close to the next dose, then skip the missed dose. Do not take two doses at once. For the flare regimen, if you miss the dose that is due one hour after the first dose and it has been many hours, skip it and continue as directed. What side effects can this medication cause? Diarrhea, nausea, vomiting, and abdominal pain are common. Serious effects include muscle pain or weakness, numbness or tingling, severe fatigue, signs of infection or unusual bleeding from low blood counts, and liver problems. Stop the medicine and seek medical care if severe vomiting or diarrhea occurs as this can be a sign of toxicity."
Colesevelam,"Why is this medication prescribed? Colesevelam is a bile acid sequestrant used to lower LDL cholesterol and to improve blood sugar in adults with type two diabetes when added to diet and exercise. It may be used with statins or other lipid medicines. How should this medicine be used? Take with meals and a beverage. Swallow tablets whole. If using the powder for suspension, mix with water, juice, or diet soda and drink with a meal. This medicine can reduce the absorption of some medicines. Take other medicines at least four hours before colesevelam if possible or as directed by your clinician. Follow your prescribed cholesterol lowering diet. What special precautions should I follow? Tell your clinician if you have a history of bowel obstruction, swallowing problems, severe constipation, triglycerides above 500 mg per dL, or pancreatitis from high triglycerides. Tell your clinician about all medicines you take including levothyroxine, certain seizure medicines, cyclosporine, and fat soluble vitamins. Periodic monitoring of lipids is needed because colesevelam can increase triglycerides. What special dietary instructions should I follow? Follow a heart healthy diet low in saturated fat and cholesterol. Increase dietary fiber and fluids to prevent constipation. You may need supplementation of vitamins A, D, E, and K, taken at a different time than colesevelam. What should I do if I forget a dose? Take it as soon as you remember with food. If it is almost time for your next dose, skip the missed dose and take the next dose at the regular time. Do not take two doses at once. What side effects can this medication cause? Constipation, indigestion, nausea, gas, and abdominal discomfort are common. Triglycerides may increase. Rarely, bowel obstruction can occur. Long term use may reduce absorption of fat soluble vitamins."
Colestipol,"Why is this medication prescribed? Colestipol is used with diet and exercise to lower bad cholesterol LDL and reduce the risk of heart disease and stroke when lifestyle changes alone are not enough. How should this medicine be used? Take colestipol exactly as directed. It is available as large tablets or as granules for oral suspension. Swallow tablets one at a time with a full glass of water and do not crush or chew them. If using granules, mix the dose with plenty of liquid or soft food and swallow without chewing the granules. Drink extra fluids to help prevent constipation. Because colestipol can reduce the absorption of many other oral medicines, take other medicines at least 1 hour before or 4 hours after colestipol unless your clinician gives you different instructions. Keep all lab appointments to monitor cholesterol and vitamins. What special precautions should I follow? Tell your clinician if you have bowel obstruction, constipation, swallowing difficulties, major gastrointestinal disease, or very high triglycerides. Tell your clinician about all medicines and supplements you take. Colestipol can reduce the absorption of many drugs including warfarin, thyroid hormone, certain blood pressure medicines, and others. Long term use can reduce absorption of fat soluble vitamins A D E and K and folate. Your clinician may recommend vitamin supplementation and will monitor for bleeding or bone problems. Tell your clinician if you are pregnant, plan to become pregnant, or are breastfeeding. Increase fiber and fluids to reduce constipation and contact your clinician for severe abdominal pain, no bowel movement for several days, or rectal bleeding. What special dietary instructions should I follow? Follow a cholesterol lowering eating plan, limit saturated fats and trans fats, and increase soluble fiber as advised. Drink plenty of fluids. Take any recommended vitamin supplements as directed by your clinician. What should I do if I forget a dose? Take the missed dose as soon as you remember unless it is almost time for your next dose. If it is close to your next dose, skip the missed dose and take the next dose at the regular time. Do not take two doses at once. What side effects can this medication cause? Common effects include constipation, abdominal pain, bloating, gas, nausea, vomiting, and indigestion. It can lower absorption of vitamins A D E and K which may cause easy bruising or bleeding or bone problems. Rare but serious effects include severe constipation with fecal impaction, bowel obstruction, and severe abdominal pain. Allergic reactions such as rash or itching can occur. Contact your clinician for any severe or persistent symptoms."
Colistimethate Injection,"Important warning: Colistimethate can cause serious kidney and nerve problems, and dose expressions can be confusing because products and references may express dose as colistin base activity or as colistimethate sodium. It can also weaken breathing muscles, especially when used with anesthesia or muscle relaxants. You will be closely monitored for side effects and correct dosing. Why is this medication prescribed? Colistimethate is used to treat serious infections caused by certain gram negative bacteria when other treatments are not appropriate or effective. How should this medicine be used? A health care professional gives this medicine by intravenous infusion or intramuscular injection. Dosing is individualized and adjusted for kidney function. Take the full course as prescribed even if you feel better. You will have regular blood and urine tests to monitor for side effects. What special precautions should I follow? Tell your clinician if you have kidney disease, nerve disorders, myasthenia gravis, or breathing problems, and list all medicines you take, especially other medicines that can harm the kidneys or nerves such as aminoglycosides, vancomycin, amphotericin B, or diuretics, and medicines that affect neuromuscular transmission. Tell your clinician about planned surgery or anesthesia. Report symptoms of nerve toxicity such as tingling, numbness, dizziness, confusion, visual changes, slurred speech, or muscle weakness, and signs of kidney problems such as decreased urine, swelling, or sudden weight gain. Tell your clinician if you are pregnant, plan to become pregnant, or are breastfeeding. What special dietary instructions should I follow? No special diet is required. Stay well hydrated unless your clinician gives you different instructions. What should I do if I forget a dose? This medicine is usually given in a clinic or hospital. If you miss an appointment, contact your care team as soon as possible to reschedule. What side effects can this medication cause? Nausea, vomiting, diarrhea, stomach upset, dizziness, tingling or numbness, headache, and rash can occur. Serious effects include kidney injury with decreased urine or swelling, severe nerve toxicity with muscle weakness or trouble breathing, neuromuscular blockade, and severe watery diarrhea which may occur during or after treatment and can signal clostridioides difficile infection. Seek urgent care for trouble breathing, severe weakness, or severe allergic reaction such as hives, swelling of the face or throat, or fainting."
Collagenase Clostridium histolyticum Injection,"Important warning: This medicine can cause tendon or ligament rupture in the hand and can cause sudden injury to the penis including corporal rupture and severe bruising when used for Peyronie disease. Seek emergency care if you feel a sudden pop, severe pain, loss of function, or severe swelling after treatment. Why is this medication prescribed? Collagenase clostridium histolyticum is used to treat Dupuytren contracture with a palpable cord in the hand and to treat Peyronie disease with a palpable plaque causing bothersome curve of the penis. How should this medicine be used? A trained clinician injects the medicine directly into the cord or plaque. For Dupuytren contracture, the affected finger is usually straightened by your clinician one to three days after the injection, and you may need splinting and exercises. For Peyronie disease, you will receive a series of injections and in office modeling and you must avoid sexual activity and vigorous physical activity for the period your clinician recommends. Follow all post procedure instructions carefully. What special precautions should I follow? Tell your clinician about bleeding problems, use of blood thinners, prior tendon or ligament injuries, infection in the treatment area, or any allergy to collagenase or other proteins. Use only under the care of an experienced clinician. Avoid strenuous use of the treated hand until cleared. For Peyronie disease, strictly follow all instructions regarding activity restriction and penile modeling. Tell your clinician if you are pregnant or breastfeeding. What special dietary instructions should I follow? No special diet is needed. What should I do if I forget a dose? If you miss an injection or follow up appointment, contact your clinician to reschedule. Do not attempt to manipulate the treated area yourself. What side effects can this medication cause? Common effects include swelling, pain, tenderness, bruising, bleeding, or blisters at the injection site, enlarged lymph nodes in the armpit or elbow, itching, headache, and nausea. Serious effects include tendon rupture, ligament injury, nerve injury, complex regional pain, penile fracture with sudden loss of erection, severe bruising of the penis, urethral injury, and allergic reactions such as hives, trouble breathing, or fainting."
Copanlisib Injection,"Why is this medication prescribed? Copanlisib is used to treat adults with relapsed follicular lymphoma who have received at least two prior systemic treatments. How should this medicine be used? A health care professional gives copanlisib by intravenous infusion, typically on days 1, 8, and 15 of a 28 day cycle. Your care team will check your blood pressure and blood sugar before and after each infusion and will adjust your treatment as needed. Keep all lab and clinic appointments. What special precautions should I follow? Tell your doctor if you have diabetes, high blood pressure, lung disease, active or chronic infections, liver problems, or bowel problems. Copanlisib can raise blood sugar and blood pressure soon after the infusion and can increase the risk of serious infections, lung inflammation, bowel perforation, severe diarrhea, bleeding, and low blood counts. Tell your doctor about all medicines and supplements you take, especially those that affect an enzyme called CYP3A such as certain antifungals, antibiotics, anticonvulsants, and herbal products like St John wort. Do not receive live vaccines during treatment. Use effective birth control during treatment and for the time advised after the last dose. What special dietary instructions should I follow? On treatment days limit simple sugars as advised and follow your diabetes plan if applicable. Avoid grapefruit and grapefruit juice unless your doctor says it is safe. What should I do if I forget a dose? If you miss an infusion appointment, call your clinic to reschedule. Do not try to make up a dose on your own. What side effects can this medication cause? High blood sugar, high blood pressure during or soon after the infusion, diarrhea, nausea, vomiting, decreased appetite, fatigue, cough, shortness of breath, fever, infections, rash, mouth sores, and abnormal liver tests can occur. Low white blood cells or platelets and infusion reactions with chills or flushing may occur. Seek urgent care for severe abdominal pain, chest pain, shortness of breath, confusion, or signs of infection such as fever or chills."
Cosibelimab-ipdl Injection,"Why is this medication prescribed? Cosibelimab is an immune checkpoint inhibitor used to treat adults with metastatic or locally advanced cutaneous squamous cell carcinoma when surgery or radiation would not be curative. How should this medicine be used? A health care professional gives the medicine by intravenous infusion at regular intervals. Treatment usually continues until the cancer progresses or side effects require stopping. What special precautions should I follow? This medicine can cause your immune system to attack normal organs and tissues, leading to inflammation of the lungs, intestines, liver, kidneys, hormone glands, heart, nerves, skin, or eyes. Tell your doctor if you have an autoimmune disease, have received an organ or stem cell transplant, or take immunosuppressive medicines. Report new or worsening cough, shortness of breath, diarrhea, abdominal pain, dark urine, yellowing of the skin or eyes, severe rash, headache, vision changes, extreme tiredness, dizziness, fainting, muscle weakness, or changes in urination. Tell your doctor about all medicines you take. This medicine can harm an unborn baby; use effective contraception during treatment and for the advised time after the last dose. Breastfeeding is not recommended during treatment. What special dietary instructions should I follow? No special diet is required. What should I do if I forget a dose? If you miss an infusion appointment, call your clinic as soon as possible to reschedule. What side effects can this medication cause? Fatigue, rash, itching, diarrhea, nausea, decreased appetite, joint or muscle pain, cough, and fever are common. Serious effects can include pneumonitis, colitis, hepatitis, endocrinopathies such as thyroid problems or adrenal insufficiency, diabetes, nephritis, severe skin reactions, myocarditis, nerve problems, and infusion reactions."
"COVID-19 Vaccine, Adjuvanted","Why is this medication prescribed? This vaccine helps prevent coronavirus disease 2019 COVID 19. How should this medicine be used? A health care professional gives the vaccine as a shot into a muscle. The number and timing of doses depend on your age, health status, and prior vaccination history. Follow current public health guidance to stay up to date. What special precautions should I follow? Tell your provider if you ever had a severe allergic reaction to any vaccine or to ingredients in this product such as polysorbate, or to a previous dose of a COVID 19 vaccine. Tell your provider if you had myocarditis or pericarditis after any vaccine, if you have a bleeding disorder or take blood thinners, if you have a weakened immune system, or if you are pregnant or breastfeeding. You may be observed for 15 to 30 minutes after vaccination. Seek immediate care for chest pain, shortness of breath, or fast or pounding heartbeat after vaccination. What special dietary instructions should I follow? No special diet is needed. Stay well hydrated. What should I do if I forget a dose? If you miss a scheduled dose, get it as soon as you can. You do not need to restart the series. What side effects can this medication cause? Pain, redness, or swelling where the shot was given, tiredness, headache, muscle aches, chills, fever, nausea, and swollen lymph nodes are common and usually go away in a few days. Severe allergic reactions are rare. Myocarditis and pericarditis have occurred rarely, most often in younger males, usually within a few days after vaccination."
Crinecerfont,"Why is this medication prescribed? Crinecerfont is used to help manage classic congenital adrenal hyperplasia due to 21 hydroxylase deficiency by lowering excess adrenal androgens, which may allow reduction of glucocorticoid doses while maintaining control of the condition. How should this medicine be used? Take crinecerfont by mouth exactly as prescribed, at the same times each day. Do not change or stop your other adrenal medicines unless your clinician tells you to. Your clinician will adjust your treatment based on symptoms and lab results. Keep all appointments for blood tests and checkups. What special precautions should I follow? Tell your clinician about all medicines and supplements you take and about liver or kidney disease and any history of mood disorders. This medicine may interact with other medicines. Tell your clinician if you are pregnant, plan to become pregnant, or are breastfeeding. Carry your emergency steroid card or medical alert information and follow your sick day rules. Seek urgent care if you have signs of adrenal crisis such as severe weakness, vomiting, abdominal pain, confusion, or fainting. What special dietary instructions should I follow? Unless your clinician gives you different instructions, no special diet is needed. What should I do if I forget a dose? Take the missed dose as soon as you remember unless it is close to the time for your next dose. If it is almost time for the next dose, skip the missed dose. Do not take two doses at the same time. What side effects can this medication cause? Headache, nausea, stomach pain, diarrhea, fatigue, trouble sleeping, and mood changes can occur. If your glucocorticoid dose is reduced too quickly, symptoms of adrenal insufficiency may occur such as dizziness, low blood pressure, and severe tiredness. Call your clinician right away for yellowing of the skin or eyes, dark urine, unusual bleeding or bruising, or other concerning symptoms."
Crisaborole Topical,"Why is this medication prescribed? Crisaborole is used on the skin to treat mild to moderate atopic dermatitis eczema in adults and children. How should this medicine be used? Apply a thin layer to affected skin twice daily or as directed. For skin use only. Avoid contact with the eyes, mouth, and inside the nose or vagina. Wash hands after applying unless treating the hands. Do not cover with bandages or tight dressings unless your clinician tells you to. What special precautions should I follow? Tell your clinician if you have ever had a reaction to this medicine or any of its ingredients. Stop and seek care if you develop hives, swelling, or trouble breathing. Burning or stinging can occur when applied to inflamed skin. Tell your clinician if the treated area looks infected or if your condition does not improve. What special dietary instructions should I follow? No special diet is required. What should I do if I forget a dose? Apply it when you remember, then return to your regular schedule. Do not apply extra to make up for a missed application. What side effects can this medication cause? Application site pain, burning, stinging, redness, itching, and allergic reactions such as hives or swelling of the face, lips, tongue, or throat can occur."
Crizotinib,"Why is this medication prescribed? Crizotinib is used to treat certain cancers that have changes in the ALK or ROS1 genes, including some lung cancers and certain rare tumors, as determined by an approved test. How should this medicine be used? Take crizotinib by mouth exactly as prescribed, usually twice daily at the same times each day. Swallow capsules whole with water and do not crush or open them. If you vomit after a dose, do not take an extra dose and take the next dose at the regular time. What special precautions should I follow? Tell your doctor about heart disease, lung disease, liver disease, kidney disease, or eye problems. This medicine can cause liver injury, lung inflammation, slow heart rate, changes in heart rhythm including QT prolongation, and vision changes. Tell your doctor about all medicines and supplements you take, especially those that affect an enzyme called CYP3A. Avoid driving or operating machinery if you have vision changes or dizziness. Use effective birth control during treatment and for the advised time after the last dose. What special dietary instructions should I follow? Avoid grapefruit and grapefruit juice and avoid Seville orange products. Limit alcohol. You may take crizotinib with or without food but try to be consistent. What should I do if I forget a dose? If you miss a dose and it is less than 6 hours until your next dose, skip the missed dose and take your next dose at the regular time. If it is more than 6 hours until your next dose, take the missed dose when you remember. Do not take two doses at the same time. What side effects can this medication cause? Vision problems such as flashes of light or blurred vision, nausea, diarrhea, vomiting, constipation, swelling of hands or feet, tiredness, dizziness, changes in taste, numbness or tingling, and abdominal pain can occur. Serious effects include liver injury with yellowing of the skin or eyes, severe shortness of breath or cough, fainting, fast or irregular heartbeat, severe bradycardia, severe vision loss, and low blood counts with infection or bleeding."
Crofelemer,"Why is this medication prescribed? Crofelemer is used to control noninfectious diarrhea in adults with human immunodeficiency virus who are receiving antiretroviral therapy. How should this medicine be used? Take the delayed release tablets by mouth as prescribed, usually one tablet twice daily. Swallow tablets whole and do not crush, chew, or split them. Your doctor should evaluate for infectious causes of diarrhea before starting treatment. What special precautions should I follow? Tell your doctor if you have fever, blood in the stool, severe abdominal pain, or signs of dehydration. This medicine is not for acute infectious diarrhea. Tell your doctor about all medicines and supplements you take and if you are pregnant or breastfeeding. Continue your antiretroviral therapy unless your doctor tells you otherwise. What special dietary instructions should I follow? Drink plenty of fluids. Your doctor may suggest avoiding foods and drinks that worsen diarrhea such as very fatty foods, spicy foods, caffeine, or alcohol. What should I do if I forget a dose? Take the missed dose as soon as you remember unless it is close to the time for your next dose. If it is almost time for the next dose, skip the missed dose. Do not take two doses at once. What side effects can this medication cause? Upper respiratory tract infection, bronchitis, abdominal pain, flatulence, increased bilirubin, and cough can occur. Most side effects are mild."
Cromolyn Ophthalmic,"Why is this medication prescribed? Cromolyn ophthalmic is used to prevent and relieve symptoms of allergic conjunctivitis such as itchy, red, and watery eyes. It helps stabilize mast cells to reduce the release of substances that cause allergy symptoms. How should this medicine be used? Use the eye drops exactly as directed, commonly one drop in each affected eye four to six times daily at regular intervals. Wash your hands, avoid touching the dropper tip, tilt your head back, pull down the lower eyelid to form a pocket, instill the drop, then close your eyes and gently press the corner of your eye near the nose for one to two minutes. Remove contact lenses before use and wait at least 15 minutes before reinserting. Use regularly for best effect. Full benefit may take several days to two weeks. What special precautions should I follow? Tell your clinician if you are allergic to cromolyn or any ingredient in the product, if you wear contact lenses, or if you have an eye infection or have had eye surgery. Do not use if the solution changes color, becomes cloudy, or the dropper tip touches any surface. Do not share eye drops with others. If you are pregnant or breastfeeding, discuss risks and benefits. What special dietary instructions should I follow? No special diet is required. What should I do if I forget a dose? Use it as soon as you remember. If it is almost time for the next dose, skip the missed dose and resume your regular schedule. Do not use two doses at the same time. What side effects can this medication cause? Temporary burning or stinging, blurred vision, watery eyes, dryness, mild eye irritation, or eyelid swelling can occur. Stop use and contact your clinician if you have severe eye pain, worsening redness or swelling, vision changes, discharge, rash, or signs of an allergic reaction."
Cromolyn Oral Inhalation,"Why is this medication prescribed? Cromolyn oral inhalation is used to prevent asthma symptoms and exercise induced bronchospasm. It helps reduce airway inflammation by stabilizing mast cells. It is not a rescue medicine for sudden breathing problems. How should this medicine be used? Use the nebulizer solution exactly as directed, commonly 20 mg via nebulizer four times daily, and 10 to 15 minutes before exercise or known allergen exposure if advised. Use only with a compatible nebulizer. Breathe the mist in calmly and fully until the dose is finished. Rinse your mouth after use. Use regularly to maintain benefit. What special precautions should I follow? Do not use for acute attacks. Always keep a quick relief inhaler for sudden symptoms. Tell your clinician about all medicines and supplements, and if you have heart, liver, or kidney problems, or if you are pregnant or breastfeeding. Seek care if you experience worsening wheeze or breathing trouble after a dose. What special dietary instructions should I follow? No special diet is required. What should I do if I forget a dose? Inhale it as soon as you remember. If it is almost time for the next dose, skip the missed dose and return to your regular schedule. Do not use two doses at the same time. What side effects can this medication cause? Throat irritation, cough, wheeze, chest tightness, nausea, unpleasant taste, or headache can occur. Rarely, paradoxical bronchospasm, severe allergic reactions, or swelling can occur and require immediate medical attention."
Cromolyn Sodium Nasal Solution,"Why is this medication prescribed? Cromolyn sodium nasal solution is used to prevent and relieve symptoms of seasonal or perennial allergic rhinitis such as sneezing, runny or itchy nose, and congestion. How should this medicine be used? Use as directed, often one spray in each nostril three to four times daily, and up to six times daily if needed. Prime the spray before first use. Blow your nose gently, keep your head upright, insert the tip into the nostril, and spray while sniffing gently. Use regularly for best effect. Full benefit may take one to two weeks. Start before allergy season or anticipated exposure if possible. What special precautions should I follow? Do not use if you are allergic to cromolyn. Do not share the bottle. Keep the spray tip clean and avoid touching it to any surface. Ask your clinician before use if you have recent nasal injury, surgery, nasal polyps, sinus infection, or asthma. If pregnant or breastfeeding, discuss risks and benefits. What special dietary instructions should I follow? No special diet is required. What should I do if I forget a dose? Use it as soon as you remember. If it is almost time for the next dose, skip the missed dose and resume your regular schedule. Do not use two doses at the same time. What side effects can this medication cause? Nose irritation or burning, sneezing, cough, dry throat, or nosebleed can occur. Stop use and seek care for severe nosebleed, wheezing, facial swelling, or signs of an allergic reaction."
Crovalimab-akkz injection,"Important warning: Crovalimab increases the risk of serious and life threatening infections caused by Neisseria meningitidis. You should receive meningococcal vaccines at least two weeks before the first dose. If treatment must start sooner, your clinician may prescribe preventive antibiotics. Learn the symptoms of meningococcal infection such as fever, severe headache, stiff neck, confusion, light sensitivity, muscle aches, or a dark purple rash and seek emergency care if they occur. Infections with other encapsulated bacteria such as Streptococcus pneumoniae and Haemophilus influenzae can also occur. Do not stop treatment without medical guidance because hemolysis can recur after interruption. Why is this medication prescribed? Crovalimab is a complement C5 inhibitor used to treat paroxysmal nocturnal hemoglobinuria to reduce hemolysis and the need for transfusions. It may be used for other complement mediated conditions as approved. How should this medicine be used? It is given as a subcutaneous injection on a loading schedule followed by maintenance dosing commonly every four weeks. It may be given by a clinician or self administered after training. Rotate injection sites on the abdomen, thigh, or upper arm and avoid areas that are tender, bruised, scarred, or infected. Follow the dosing schedule exactly and do not discontinue without medical advice. What special precautions should I follow? Tell your clinician if you have not been fully vaccinated against meningococcal disease, if you have a fever or infection, or if you have a history of complement deficiency. Report all medicines and vaccines you receive. Use effective contraception during treatment and for the recommended period after the last dose. Tell your clinician if you have liver or kidney disease, autoimmune disorders, or a history of infusion or injection reactions. What special dietary instructions should I follow? No special diet is required. What should I do if I forget a dose? Contact your clinician for instructions. If you self inject and realize the missed dose soon after the scheduled time, take it when remembered and resume your regular schedule. If it is near the time of the next dose, skip the missed dose. Do not inject two doses at the same time. What side effects can this medication cause? Injection site pain, redness, or swelling, headache, tiredness, nausea, diarrhea, and upper respiratory symptoms can occur. Serious effects include meningococcal or other serious infections, hypersensitivity or injection reactions, breakthrough hemolysis with dark urine, shortness of breath, chest pain, rapid heart rate, low hemoglobin, and blood clots. Seek immediate care for symptoms of severe infection or hemolysis."
Cyanocobalamin (Vitamin B12),"Why is this medication prescribed? Cyanocobalamin is used to treat and prevent vitamin B12 deficiency which can lead to anemia and nerve problems. It is used when intake is low, absorption is impaired, or certain medicines reduce B12 levels. How should this medicine be used? Take by mouth as tablets or sublingual forms as directed, usually once daily at the same time each day. Swallow tablets with water or allow sublingual forms to dissolve under the tongue. Severe deficiency or pernicious anemia often requires initial treatment with injections. What special precautions should I follow? Tell your clinician if you have Leber optic neuropathy, cobalt allergy, megaloblastic anemia, low potassium, kidney or liver disease, or if you are pregnant or breastfeeding. Tell your clinician about all medicines, especially metformin, proton pump inhibitors, H2 blockers, colchicine, chloramphenicol, and folic acid, which can affect response or lab tests. Regular blood tests may be needed to monitor treatment. What special dietary instructions should I follow? Include foods rich in vitamin B12 such as meat, fish, dairy, and fortified cereals unless advised otherwise. People who follow a vegan diet usually need ongoing supplementation. What should I do if I forget a dose? Take it as soon as you remember. If it is almost time for the next dose, skip the missed dose and resume your regular schedule. Do not take two doses at the same time. What side effects can this medication cause? Cyanocobalamin is usually well tolerated. Diarrhea, nausea, headache, itching, or rash can occur. Rarely, allergic reactions with hives, swelling, or trouble breathing can occur. In people with severe anemia, low potassium can occur when starting therapy which can cause muscle weakness or an irregular heartbeat."
Cyanocobalamin Injection,"Why is this medication prescribed? Cyanocobalamin injection treats vitamin B12 deficiency including pernicious anemia and malabsorption and helps prevent anemia and neurologic damage. How should this medicine be used? It is given by a clinician or by you after training as an intramuscular or deep subcutaneous injection using a schedule that often includes frequent doses at first such as daily or weekly followed by monthly maintenance. Lifelong therapy is often needed in pernicious anemia. Blood tests guide dosing and response. What special precautions should I follow? Tell your clinician if you have a cobalt allergy, Leber optic neuropathy, kidney or liver disease, or if you are pregnant or breastfeeding. Tell your clinician about all medicines and supplements. Iron or folate deficiencies may also need treatment. During initial therapy for severe anemia your clinician may monitor potassium levels. What special dietary instructions should I follow? Follow the diet recommended by your clinician. If deficiency is due to low intake, include foods rich in vitamin B12, but those with pernicious anemia will still require injections. What should I do if I forget a dose? Contact your clinic to reschedule the injection as soon as possible. Do not administer two injections at the same time. What side effects can this medication cause? Pain, redness, or swelling at the injection site, diarrhea, nausea, headache, dizziness, itching, or rash can occur. Rarely, severe allergic reactions, fluid retention, worsening of heart failure in susceptible individuals, or low potassium during early treatment can occur."
Cyanocobalamin Nasal Gel,"Why is this medication prescribed? Cyanocobalamin nasal gel is used for maintenance of vitamin B12 levels in people who have been stabilized with injections and do not have conditions that impair nasal absorption. It is not for initial treatment of severe deficiency or neurologic symptoms. How should this medicine be used? Administer as directed, commonly one spray into one nostril once a week at the same time each week. Prime the device before the first use. Avoid blowing your nose for at least one hour after dosing. Do not use within one hour before or after hot food or beverages since heat can increase nasal secretions and reduce absorption. What special precautions should I follow? Tell your clinician if you have nasal congestion, rhinitis, a cold, nasal polyps, or recent nasal surgery since these can reduce absorption. Tell your clinician about cobalt allergy, Leber optic neuropathy, and all medicines and supplements. Regular blood tests are needed to confirm adequate levels. What special dietary instructions should I follow? Follow your clinician guidance. Maintain adequate dietary intake of vitamin B12 if appropriate. What should I do if I forget a dose? Use it as soon as you remember unless it is close to the next scheduled dose. If it is near the time of the next dose, skip the missed dose and resume your regular weekly schedule. Do not use two doses at the same time. What side effects can this medication cause? Nasal irritation, runny nose, congestion, sore throat, headache, cough, or nausea can occur. Rarely, allergic reactions can occur."
Cyclobenzaprine,"Why is this medication prescribed? Cyclobenzaprine is used short term to relieve muscle spasm associated with acute musculoskeletal conditions. It reduces muscle spasm, discomfort, and improves mobility. How should this medicine be used? Take by mouth exactly as prescribed. Immediate release tablets are usually taken three times daily. Extended release capsules are usually taken once daily. Take at the same time each day. Do not crush or chew extended release capsules. Use for short periods usually up to two or three weeks. What special precautions should I follow? Do not use if you have taken a monoamine oxidase inhibitor in the past 14 days. Tell your clinician if you have glaucoma, urinary retention, thyroid disease, heart rhythm problems, heart failure, recent heart attack, liver disease, or if you are an older adult. It may cause drowsiness and dizziness. Avoid driving or operating machinery until you know how it affects you and avoid alcohol or other sedatives. Serotonin syndrome can occur when combined with certain antidepressants, tramadol, or triptans. Tell your clinician about all medicines and supplements. What special dietary instructions should I follow? No special diet is required. Avoid alcohol because it increases drowsiness. What should I do if I forget a dose? Take it as soon as you remember. If it is almost time for the next dose, skip the missed dose and resume your regular schedule. Do not take two doses at the same time. What side effects can this medication cause? Drowsiness, dry mouth, dizziness, fatigue, constipation, blurred vision, and confusion can occur. Serious effects are rare but include fast or irregular heartbeat, chest pain, severe dizziness or fainting, signs of serotonin syndrome such as agitation, fever, sweating, tremor, and muscle stiffness, and allergic reactions."
